,Open,Close,Volume,ADX_14,DMP_14,DMN_14,MACD_14_24_9,MACDh_14_24_9,MACDs_14_24_9,RSI_14,target,prediction_close,batch_open,trade,return_of_rate,cumulative_return_of_rate,mdd,Datetime,partition,ma+return_of_rate,ma+cumulative_return_of_rate,ma+mdd,ma+rate,rsi+return_of_rate,rsi+cumulative_return_of_rate,rsi+mdd,rsi+rate,noise+return_of_rate,noise+cumulative_return_of_rate,noise+mdd,noise+rate,ma_noise+return_of_rate,ma_noise+cumulative_return_of_rate,ma_noise+mdd,ma_noise+rate,ma_rsi+return_of_rate,ma_rsi+cumulative_return_of_rate,ma_rsi+mdd,ma_rsi+rate,rsi_noise+return_of_rate,rsi_noise+cumulative_return_of_rate,rsi_noise+mdd,rsi_noise+rate,ma_rsi_noise+return_of_rate,ma_rsi_noise+cumulative_return_of_rate,ma_rsi_noise+mdd,ma_rsi_noise+rate
2020-03-17,5051.41,5324.99,17517.84242049,43.6832816757957,8.852449242254332,43.41008244018986,-760.7757963612285,-223.4258579214527,-537.3499384397758,28.98334587953978,5406.92,5161.47917399206,5051.41,1,1.0541591357660534,1.3459788519674778,38.35410707315508,2020-03-17,,1,1.2367275355773137,30.037565445196602,0.0,1,1.3714355249756478,35.23371755226956,1,1.0216636543064213,1.0459253570777403,17.141314648585627,0.4,1.0108318271532106,1.1492428420048264,22.920579698810077,0.2,1,1.435686386242342,23.50258453393295,0.0,1,1.0562185076134467,15.81308334169283,0.4,1,1.2424717677320147,18.81524927464591,0.2
2020-03-18,5340.95,5406.92,22559.23112903,45.28612954714461,8.461628789107616,41.4936017435899,-765.7777972543254,-182.74228705163966,-583.0355102026857,30.063751846183024,6181.18,5378.675879661453,5340.95,1,1.0123517351781988,1.3626040263024362,37.59267332889909,2020-03-18,,1.0024703470356398,1.2397826817787212,29.864733952388,0.2,1,1.3714355249756478,35.23371755226956,1,1.0049406940712795,1.051092954288455,16.731935233115887,0.4,1.0037055205534595,1.1535013849767914,22.634960322635276,0.3,1,1.435686386242342,23.50258453393295,0.2,1,1.0562185076134467,15.81308334169283,0.4,1,1.2424717677320147,18.81524927464591,0.3
2020-03-19,5413.0,6181.18,24783.73487365,44.717834584594634,16.837625014681695,36.89661795285263,-720.3038961290413,-109.81470874108447,-610.4891873879568,39.44022606613326,6210.14,5493.839259500823,5413.0,1,1.1419139109551082,1.555976492758192,28.73620552875012,2020-03-19,,1.0283827821910216,1.2749711635998473,27.874099972249276,0.2,1,1.3714355249756478,35.23371755226956,1,1.0567655643820433,1.1107588390566285,12.00517654162317,0.4,1.0425741732865323,1.2026107528270484,19.3412077170917,0.3,1,1.435686386242342,23.50258453393295,0.2,1,1.0562185076134467,15.81308334169283,0.4,1,1.2424717677320147,18.81524927464591,0.3
2020-03-20,6192.94,6210.14,30082.50248252,43.03047358924049,20.903941934955043,32.080999003197896,-674.8182640731056,-51.46326134811898,-623.3550027249867,39.76552212496436,6187.78,6200.56045198443,6192.94,1,1.0027773561507136,1.5602979936407197,28.538280590852207,2020-03-20,,1.0011109424602855,1.27638758320113,27.793972247422143,0.4,1,1.3714355249756478,35.23371755226956,1,1.0011109424602855,1.111992828214074,11.907419355957922,0.4,1.0011109424602855,1.20394678417556,19.25160043994926,0.4,1,1.435686386242342,23.50258453393295,0.4,1,1.0562185076134467,15.81308334169283,0.4,1,1.2424717677320147,18.81524927464591,0.4
2020-03-21,6207.66,6187.78,11796.72656887,41.46363837926879,19.777129608653308,30.3516952561171,-632.5455252970587,-7.352418057657587,-625.1931072394011,39.58870522201415,5813.15,6333.004851839871,6207.66,1,0.9967975050179939,1.5553011471456513,28.767136388665527,2020-03-21,,0.9987190020071975,1.2747525332690113,27.886468024041438,0.4,1,1.3714355249756478,35.23371755226956,1,0.9987190020071975,1.110568367633121,12.020265774943734,0.4,0.9987190020071975,1.20240453076159,19.355038977707704,0.4,1,1.435686386242342,23.50258453393295,0.4,1,1.0562185076134467,15.81308334169283,0.4,1,1.2424717677320147,18.81524927464591,0.4
2020-03-22,6199.17,5813.15,10813.38456907,40.18028317462823,18.49010795377015,29.847936598331163,-612.0731759764558,10.495945010356309,-622.5691209868121,36.648430520037,6493.51,6283.570087267894,6199.17,1,0.9377303735822698,1.4584531257458244,33.20278019440845,2020-03-22,,0.9750921494329079,1.2430011876603246,29.682661102363834,0.4,1,1.3714355249756478,35.23371755226956,1,0.9750921494329079,1.0829064966875759,14.211651847953915,0.4,0.9750921494329079,1.1724552183881858,21.36373161583993,0.4,1,1.435686386242342,23.50258453393295,0.4,1,1.0562185076134467,15.81308334169283,0.4,1,1.2424717677320147,18.81524927464591,0.4
2020-03-23,5816.57,6493.51,19053.80456405,38.626524075157484,18.81661459492861,27.318174775965073,-552.9352422410802,55.70710299658549,-608.6423452376657,44.683541514319316,6768.64,5930.299171123076,5816.57,1,1.1163813037580568,1.6281898019901366,25.428832666020206,2020-03-23,,1.0232762607516113,1.2719336074188687,28.04593638682304,0.2,1,1.3714355249756478,35.23371755226956,1,1.0465525215032228,1.133318524660604,10.217987925879827,0.4,1.034914391127417,1.213390778462372,18.618194184674827,0.3,1,1.435686386242342,23.50258453393295,0.2,1,1.0562185076134467,15.81308334169283,0.4,1,1.2424717677320147,18.81524927464591,0.3
2020-03-24,6494.7,6768.64,19719.09402414,36.74126429212182,20.39053639490038,26.074559069898065,-485.21102049217006,98.74505979639662,-583.9560802885667,47.579039928500606,6692.22,6450.575554773654,6494.7,0,1,1.6281898019901366,25.428832666020206,2020-03-24,,1,1.2719336074188687,28.04593638682304,0.4,1,1.3714355249756478,35.23371755226956,1,1,1.133318524660604,10.217987925879827,0.4,1,1.213390778462372,18.618194184674827,0.4,1,1.435686386242342,23.50258453393295,0.4,1,1.0562185076134467,15.81308334169283,0.4,1,1.2424717677320147,18.81524927464591,0.4
2020-03-25,6768.64,6692.22,16675.73512097,34.829206900145266,20.273314342961736,24.764714073933742,-430.1123901324545,123.07495212488982,-553.1873422573443,46.845555122204445,6760.72,6800.797316496783,6768.64,1,0.9887096964826021,1.609807044941736,26.270763778867508,2020-03-25,,0.9932258178895612,1.263317297529826,28.533366317324806,0.6,0.9887096964826021,1.3559516016441309,35.964948538797955,1,0.9954838785930409,1.128200320610481,10.623454392567615,0.4,0.994354848241301,1.206541003375346,19.07760682889931,0.5,0.9932258178895612,1.4259607852084586,24.020791957277982,0.6,0.9954838785930409,1.0514484966007873,16.193281678199284,0.4,0.994354848241301,1.2354578260472686,19.273549512982676,0.5
2020-03-26,6695.47,6760.72,7393.70723365,33.053725036167044,19.729831022238262,24.100826126754477,-377.9392166975622,140.19850044782572,-518.1377171453879,47.62496869573027,6376.03,6756.997892596037,6695.47,1,1.0097453950208126,1.6254952505019804,25.552243247309757,2020-03-26,,1.0058472370124876,1.270704213190458,28.115483971697575,0.6,1.0097453950208126,1.3691658856312565,35.340901667130474,1,1.003898158008325,1.1325982237252636,10.275050495551568,0.4,1.0048726975104063,1.2124201127186962,18.683296485158372,0.5,1.0058472370124876,1.4342987158900853,23.576523519831085,0.6,1.003898158008325,1.055547208978153,15.866589848021714,0.4,1.0048726975104063,1.2414778383204612,18.880193938670644,0.5
2020-03-27,6765.15,6376.03,10816.28556504,31.86680287381717,18.42803832097853,25.677600469052365,-352.8252547673683,132.24996990241573,-485.075224669784,43.74554496651775,6253.08,6785.018423854998,6765.15,1,0.9424816892456191,1.5319995095538375,29.834352455177548,2020-03-27,,0.9654890135473715,1.226850957303744,30.596289530504084,0.6,0.9424816892456191,1.2904137767472208,39.05998377813854,1,0.9769926756982477,1.1065401690884278,12.33938150675877,0.4,0.9712408446228096,1.1775519343145886,21.021896196302624,0.5,0.9654890135473715,1.38479965233698,26.213973081300967,0.6,0.9769926756982477,1.031261892025383,17.80227450000062,0.4,0.9712408446228096,1.2057739842708646,21.21313104535597,0.5
2020-03-28,6376.03,6253.08,11613.49398164,31.01422926039295,17.769685395254488,26.616118995663648,-335.59491973750755,119.58424394582119,-455.17916368332874,42.55249171154422,5870.9,6447.302945326587,6376.03,1,0.9807168410437216,1.5024577194901703,31.187367790054566,2020-03-28,,0.9922867364174887,1.2173879324936039,31.13161864295961,0.4,0.9807168410437216,1.2655305227708327,40.235099797742876,1,0.9922867364174887,1.0980051330996121,13.015530963003105,0.4,0.9922867364174887,1.168469165863124,21.63107512818748,0.4,0.9922867364174887,1.374118327609535,26.783104155631165,0.4,0.9922867364174887,1.023307497229592,18.436287222665037,0.4,0.9922867364174887,1.1964735317092485,21.820834932443915,0.4
2020-03-29,6275.11,5870.9,9298.9390511,30.44526110877089,16.9952302246718,27.176147604313684,-338.65985346316484,93.21544817613113,-431.87530163929597,38.99263370712478,6407.77,6265.691886087245,6275.11,0,1,1.5024577194901703,31.187367790054566,2020-03-29,,1,1.2173879324936039,31.13161864295961,0.2,1,1.2655305227708327,40.235099797742876,1,1,1.0980051330996121,13.015530963003105,0.4,1,1.168469165863124,21.63107512818748,0.3,1,1.374118327609535,26.783104155631165,0.2,1,1.023307497229592,18.436287222665037,0.4,1,1.1964735317092485,21.820834932443915,0.3
2020-03-30,5878.47,6407.77,14974.444163,29.181369991695643,19.31496246522011,24.960421718361832,-308.8581888501494,98.41369023131728,-407.2718790814667,45.846282114702824,6421.14,5915.061082749752,5878.47,1,1.0900404356916,1.637739667161273,24.99144840478525,2020-03-30,,1,1.2173879324936039,31.13161864295961,0.0,1.0900404356916,1.3794794424221368,34.85384214446665,1,1.03601617427664,1.137551077329973,9.882683166805627,0.4,1.01800808713832,1.1895110604204273,20.21980070015943,0.2,1,1.374118327609535,26.783104155631165,0.0,1.03601617427664,1.0601631183884053,15.498674328626727,0.4,1.01800808713832,1.218019731326962,20.41297771550627,0.2
2020-03-31,6408.95,6421.14,6342.29832651,28.007756811554337,18.907811843361205,24.43426738372147,-281.08877425097035,100.94648386439712,-382.03525811536747,46.0089524091918,6652.07,6319.836160369854,6408.95,0,1,1.637739667161273,24.99144840478525,2020-03-31,,1,1.2173879324936039,31.13161864295961,0.6,1,1.3794794424221368,34.85384214446665,1,1,1.137551077329973,9.882683166805627,0.4,1,1.1895110604204273,20.21980070015943,0.5,1,1.374118327609535,26.783104155631165,0.6,1,1.0601631183884053,15.498674328626727,0.4,1,1.218019731326962,20.41297771550627,0.5
2020-04-01,6428.74,6652.07,11319.14793815,27.24345866228673,17.696210581612668,25.103869919310263,-243.6327474185473,110.72200855745615,-354.35475597600345,48.86603675296466,6801.99,6420.710636855672,6428.74,0,1,1.637739667161273,24.99144840478525,2020-04-01,,1,1.2173879324936039,31.13161864295961,0.6,1,1.3794794424221368,34.85384214446665,1,1,1.137551077329973,9.882683166805627,0.4,1,1.1895110604204273,20.21980070015943,0.5,1,1.374118327609535,26.783104155631165,0.6,1,1.0601631183884053,15.498674328626727,0.4,1,1.218019731326962,20.41297771550627,0.5
2020-04-02,6669.95,6801.99,17212.82067331,25.452314622940616,22.264112818243923,23.250618266687923,-203.1733260516976,120.94514393944468,-324.11846999114226,50.69034075094176,6742.57,6621.548630959949,6669.95,0,1,1.637739667161273,24.99144840478525,2020-04-02,,1,1.2173879324936039,31.13161864295961,0.6,1,1.3794794424221368,34.85384214446665,1,1,1.137551077329973,9.882683166805627,0.4,1,1.1895110604204273,20.21980070015943,0.5,1,1.374118327609535,26.783104155631165,0.6,1,1.0601631183884053,15.498674328626727,0.4,1,1.218019731326962,20.41297771550627,0.5
2020-04-03,6789.63,6742.57,10570.10640235,23.789109443547794,21.150434190831575,22.087593409191005,-171.91556527064495,121.76232377639786,-293.6778890470428,49.930002050596535,6879.61,6793.444933784011,6789.63,1,0.9930688417483721,1.6263882343532097,25.511344546117083,2020-04-03,,0.9958413050490232,1.2123251874453627,31.418021232791077,0.6,0.9930688417483721,1.3699180521018415,35.30538047404888,1,0.9972275366993488,1.1343972587154596,10.132530120478805,0.4,0.996534420874186,1.1853887157195093,20.49628529350624,0.5,0.9958413050490232,1.3684037886584606,27.087590890705336,0.6,0.9972275366993488,1.0572238550499695,15.73295115290698,0.4,0.996534420874186,1.2137985875712458,20.6887928386211,0.5
2020-04-04,6737.36,6879.61,6018.51563233,22.244704634111603,20.257279766389228,21.154864009845895,-137.8501446449991,124.662195521635,-262.5123401666341,51.7283487673504,6775.2,6752.167543261392,6737.36,1,1.0211136112661339,1.660727163301157,23.93862003112682,2020-04-04,,1.0126681667596804,1.2276831250868814,30.549213289059214,0.6,1.0211136112661339,1.398841969320379,33.93944342636752,1,1.0084454445064535,1.143977747812214,9.37355939067593,0.4,1.010556805633067,1.197902633990991,19.65698003024298,0.5,1.0126681667596804,1.3857389560477644,26.16392433325875,0.6,1.0084454445064535,1.0661525804486929,15.021278468146251,0.4,1.010556805633067,1.2266124233379265,19.851519840094525,0.5
2020-04-05,6887.22,6775.2,3981.97692417,20.810614453920856,19.66960400630439,20.54114879586613,-114.78678105660401,118.18044728802408,-232.9672283446281,50.24756944591451,7352.43,6859.619192239294,6887.22,0,1,1.660727163301157,23.93862003112682,2020-04-05,,1,1.2276831250868814,30.549213289059214,0.6,1,1.398841969320379,33.93944342636752,1,1,1.143977747812214,9.37355939067593,0.4,1,1.197902633990991,19.65698003024298,0.5,1,1.3857389560477644,26.16392433325875,0.6,1,1.0661525804486929,15.021278468146251,0.4,1,1.2266124233379265,19.851519840094525,0.5
2020-04-06,6780.57,7352.43,13683.03789416,20.135588197313577,23.895317423970297,19.02002821765092,-64.38760015751905,134.86370254968728,-199.25130270720632,57.492279712369466,7202.73,6785.890235645585,6780.57,1,1.0843380423769684,1.8007896411762325,17.5237521440613,2020-04-06,,1.050602825426181,1.2898073599443212,27.034807253414545,0.6,1.0843380423769684,1.516817562607603,28.36802540661439,1,1.0337352169507874,1.1825700853215322,6.31625675524273,0.4,1.0421690211884842,1.248417015545498,16.26899351879149,0.5,1.050602825426181,1.4558612625269078,22.427610286140347,0.6,1.0337352169507874,1.1021194690527714,12.154502861068615,0.4,1.0421690211884842,1.2783374686077216,16.47173688200666,0.5
2020-04-07,7335.85,7202.73,11669.01426524,19.684137928687004,23.879475323991798,18.082332252574858,-31.499852185635973,134.2011604172563,-165.70101260289226,55.245496402273915,7367.36,7265.1776814771965,7335.85,0,1,1.8007896411762325,17.5237521440613,2020-04-07,,1,1.2898073599443212,27.034807253414545,0.6,1,1.516817562607603,28.36802540661439,1,1,1.1825700853215322,6.31625675524273,0.4,1,1.248417015545498,16.26899351879149,0.5,1,1.4558612625269078,22.427610286140347,0.6,1,1.1021194690527714,12.154502861068615,0.4,1,1.2783374686077216,16.47173688200666,0.5
2020-04-08,7204.78,7367.36,8720.21050049,19.264934107819474,23.01613261179198,17.428580461213198,3.8389106205931967,135.63193857878838,-131.79302795819518,57.225249388213435,7293.93,7219.646924900241,7204.78,1,1.0225655745213593,1.8414254940214867,15.662628226826014,2020-04-08,,1.0135393447128156,1.307270506403734,26.046906356781484,0.6,1.0225655745213593,1.5510454223519314,26.75160874581523,1,1.0090262298085437,1.1932442346763534,5.47064575939095,0.4,1.0112827872606798,1.2625026391445107,15.32427438554142,0.5,1.0135393447128156,1.4755726700142946,21.377330961607527,0.6,1.0090262298085437,1.1120674526569119,11.36158921624685,0.4,1.0112827872606798,1.2927606783133785,15.52930525899225,0.5
2020-04-09,7370.85,7293.93,8324.9217727,18.75150877230216,22.176804225116683,17.397431878936967,28.058469118139328,127.88119766106762,-99.82272854292829,56.03461106409983,6877.03,7335.898439949558,7370.85,0,1,1.8414254940214867,15.662628226826014,2020-04-09,,1,1.307270506403734,26.046906356781484,0.6,1,1.5510454223519314,26.75160874581523,1,1,1.1932442346763534,5.47064575939095,0.4,1,1.2625026391445107,15.32427438554142,0.5,1,1.4755726700142946,21.377330961607527,0.6,1,1.1120674526569119,11.36158921624685,0.4,1,1.2927606783133785,15.52930525899225,0.5
2020-04-10,7299.12,6877.03,10727.86685616,17.480993887592817,20.513156807777868,20.91262578942002,24.835573422922607,99.72664157268073,-74.89106814975813,49.71070854146542,6883.18,7292.157657988465,7299.12,0,1,1.8414254940214867,15.662628226826014,2020-04-10,,1,1.307270506403734,26.046906356781484,0.6,1,1.5510454223519314,26.75160874581523,1,1,1.1932442346763534,5.47064575939095,0.4,1,1.2625026391445107,15.32427438554142,0.5,1,1.4755726700142946,21.377330961607527,0.6,1,1.1120674526569119,11.36158921624685,0.4,1,1.2927606783133785,15.52930525899225,0.5
2020-04-11,6866.03,6883.18,3326.67476213,16.301230066077,19.977969549571505,20.367016405013047,22.328938472091068,77.77600529747936,-55.44706682538829,49.80071097979706,6908.24,6919.368474891008,6866.03,1,1.0024978044080788,1.8460250147376023,15.4519699678452,2020-04-11,,1.0004995608816158,1.3079235676104235,26.009962284122857,0.2,1.0024978044080788,1.5549196304450126,26.568648591255844,1,1.0009991217632315,1.194436430960069,5.376199424304944,0.4,1.0007493413224235,1.2634486845416903,15.260823365332316,0.3,1.0004995608816158,1.4763098083982151,21.33805415174772,0.2,1.0009991217632315,1.1131785434510428,11.273028650974545,0.4,1.0007493413224235,1.293729397309643,15.466007876888984,0.3
2020-04-12,6882.75,6908.24,7264.51928043,15.681573054748865,22.330962829505303,19.16636348407898,21.42867286092678,61.50059174905206,-40.07191888812528,50.19188454919188,6864.22,6862.907541367917,6882.75,0,1,1.8460250147376023,15.4519699678452,2020-04-12,,1,1.3079235676104235,26.009962284122857,0.2,1,1.5549196304450126,26.568648591255844,1,1,1.194436430960069,5.376199424304944,0.4,1,1.2634486845416903,15.260823365332316,0.3,1,1.4763098083982151,21.33805415174772,0.2,1,1.1131785434510428,11.273028650974545,0.4,1,1.293729397309643,15.466007876888984,0.3
2020-04-13,6908.21,6864.22,10837.57453223,14.66599801161552,21.120353716766154,21.74773786127547,18.134555236442793,46.56517929965446,-28.430624063211667,49.46275633221864,6879.75,6883.2705127585905,6908.21,0,1,1.8460250147376023,15.4519699678452,2020-04-13,,1,1.3079235676104235,26.009962284122857,0.2,1,1.5549196304450126,26.568648591255844,1,1,1.194436430960069,5.376199424304944,0.4,1,1.2634486845416903,15.260823365332316,0.3,1,1.4763098083982151,21.33805415174772,0.2,1,1.1131785434510428,11.273028650974545,0.4,1,1.293729397309643,15.466007876888984,0.3
2020-04-14,6864.66,6879.75,7275.68657382,13.713035409980904,21.571266641098298,21.007304277113484,16.142876861331388,35.658800739634444,-19.515923878303056,49.74015073000024,6619.0,6858.008465253884,6864.66,0,1,1.8460250147376023,15.4519699678452,2020-04-14,,1,1.3079235676104235,26.009962284122857,0.2,1,1.5549196304450126,26.568648591255844,1,1,1.194436430960069,5.376199424304944,0.2,1,1.2634486845416903,15.260823365332316,0.2,1,1.4763098083982151,21.33805415174772,0.2,1,1.1131785434510428,11.273028650974545,0.2,1,1.293729397309643,15.466007876888984,0.2
2020-04-15,6868.88,6619.0,8109.73234254,13.078926375056929,20.429652759661817,22.50580042888522,0.4759879503890261,15.993529462953665,-15.51754151256464,45.24923486324863,7111.67,6872.023337219689,6868.88,1,0.963621434644367,1.778869273090837,18.52770600405996,2020-04-15,,0.9927242869288734,1.2984074910135257,26.54829256866542,0.2,0.963621434644367,1.498353885046112,29.239975807631296,1,0.9927242869288734,1.185746054206703,6.0646550469932015,0.2,0.9927242869288734,1.2542561944328727,15.877361300409667,0.2,0.9927242869288734,1.4655686018282197,21.91037589935611,0.2,0.9927242869288734,1.1050793757719584,11.91858063618013,0.2,0.9927242869288734,1.2843165934231366,16.08105294833361,0.2
2020-04-16,6619.0,7111.67,15726.69637377,12.544310952311639,22.367347249830853,19.997335379578697,14.254911320592328,23.817962266525576,-9.563050945933247,53.74666095831978,7024.19,6640.731203235301,6619.0,1,1.0744326937603867,1.9112753049345692,12.463503695103958,2020-04-16,,1,1.2984074910135257,26.54829256866542,0.0,1.0744326937603867,1.609880400916435,23.973116596443163,1,1.0148865387520773,1.203397708792774,4.666282894160505,0.2,1.0074432693760387,1.2635919611546018,15.251213839945436,0.1,1,1.4655686018282197,21.91037589935611,0.0,1.0148865387520773,1.1215301827235091,10.607353173482643,0.2,1.0074432693760387,1.2938761077921015,15.456421619674526,0.1
2020-04-17,7121.35,7024.19,8539.61835086,12.047882345476728,21.800374879947224,19.490438584671416,20.423653833681783,23.989363823692024,-3.565709990010241,52.19754260003869,7262.26,7017.477596668532,7121.35,0,1,1.9112753049345692,12.463503695103958,2020-04-17,,1,1.2984074910135257,26.54829256866542,0.8,1,1.609880400916435,23.973116596443163,1,1,1.203397708792774,4.666282894160505,0.2,1,1.2635919611546018,15.251213839945436,0.5,1,1.4655686018282197,21.91037589935611,0.8,1,1.1215301827235091,10.607353173482643,0.2,1,1.2938761077921015,15.456421619674526,0.5
2020-04-18,7020.13,7262.26,5102.50261952,11.968979741744501,23.16940097861697,18.598623369464132,37.82141222322571,33.10969777058876,4.711714452636949,55.920992385895275,7126.4,7037.628053682834,7020.13,1,1.03449081427267,1.9771967465010083,9.44429865897152,2020-04-18,,1.0275926514181362,1.3342339963117587,24.521565209445686,0.8,1.03449081427267,1.6654064868256553,21.35088748124114,1,1.013796325709068,1.2200001755408254,3.3510278819121915,0.4,1.020694488563602,1.2897413505437751,13.497381053977037,0.6,1.0275926514181362,1.506007525387831,19.755676122173764,0.8,1.013796325709068,1.1370031784169132,9.374063101868323,0.4,1.020694488563602,1.320652212107523,13.70683550375689,0.6
2020-04-19,7265.94,7126.4,4662.19209244,11.895713038278863,22.327932001571153,17.923156420810304,44.04392984877359,31.46577231690931,12.578157531864278,53.36632593740689,6841.0,7239.4698130137,7265.94,0,1,1.9771967465010083,9.44429865897152,2020-04-19,,1,1.3342339963117587,24.521565209445686,0.8,1,1.6654064868256553,21.35088748124114,1,1,1.2200001755408254,3.3510278819121915,0.4,1,1.2897413505437751,13.497381053977037,0.6,1,1.506007525387831,19.755676122173764,0.8,1,1.1370031784169132,9.374063101868323,0.4,1,1.320652212107523,13.70683550375689,0.6
2020-04-20,7124.27,6841.0,11365.00931766,11.195414676560533,20.623429179220498,21.504551040734075,33.314215317157505,16.58884622823458,16.725369088922925,48.36758343481985,6854.98,7146.800286829487,7124.27,1,0.9602387332316152,1.8985808992097992,13.044908057390334,2020-04-20,,0.9681909865852922,1.2917933292247188,26.922459754219574,0.8,0.9602387332316152,1.599187815225182,24.47807582519622,1,0.9840954932926461,1.2005966745659635,4.8881821072231695,0.4,0.9761432399389691,1.2589723006030624,15.561053278823087,0.6,0.9681909865852922,1.4581029118101185,22.30816889685769,0.8,0.9840954932926461,1.1189197037394987,10.815423923124897,0.4,0.9761432399389691,1.2891457291592041,15.765510824050835,0.6
2020-04-21,6833.0,6854.98,5570.95619043,10.545137626393512,19.995747656361598,20.85005225547653,25.149304633898282,6.739148435980283,18.410156197918,48.62145446954693,7137.79,6866.93288433966,6833.0,1,1.0032167422801113,1.904688144660499,12.765195936667578,2020-04-21,,1,1.2917933292247188,26.922459754219574,0.0,1,1.599187815225182,24.47807582519622,1,1.0012866969120444,1.2021414785997384,4.765802024841598,0.4,1.0006433484560222,1.25978225848883,15.506729612821879,0.2,1,1.4581029118101185,22.30816889685769,0.0,1,1.1189197037394987,10.815423923124897,0.4,1,1.2891457291592041,15.765510824050835,0.2
2020-04-22,6850.6,7137.79,6273.40631495,10.306347267662652,22.609847789249883,19.571888514927114,33.45408993301953,12.035146988081223,21.41894294493831,53.59253522837348,7484.58,6835.882229706115,6850.6,0,1,1.904688144660499,12.765195936667578,2020-04-22,,1,1.2917933292247188,26.922459754219574,0.2,1,1.599187815225182,24.47807582519622,1,1,1.2021414785997384,4.765802024841598,0.4,1,1.25978225848883,15.506729612821879,0.3,1,1.4581029118101185,22.30816889685769,0.2,1,1.1189197037394987,10.815423923124897,0.4,1,1.2891457291592041,15.765510824050835,0.3
2020-04-23,7138.29,7484.58,14779.54814354,11.454648930303875,29.57176115512596,17.225453093148683,58.21439511889912,29.436361739168646,28.778033379730473,58.85020361643307,7505.53,7099.194395714895,7138.29,0,1,1.904688144660499,12.765195936667578,2020-04-23,,1,1.2917933292247188,26.922459754219574,0.8,1,1.599187815225182,24.47807582519622,1,1,1.2021414785997384,4.765802024841598,0.4,1,1.25978225848883,15.506729612821879,0.6,1,1.4581029118101185,22.30816889685769,0.8,1,1.1189197037394987,10.815423923124897,0.4,1,1.2891457291592041,15.765510824050835,0.6
2020-04-24,7494.2,7505.53,7357.10670681,12.520929045613583,28.45125897439058,16.5727642778367,78.45299157250611,39.7399665542205,38.713025018285606,59.15128636829536,7547.56,7454.697080170083,7494.2,0,1,1.904688144660499,12.765195936667578,2020-04-24,,1,1.2917933292247188,26.922459754219574,0.8,1,1.599187815225182,24.47807582519622,1,1,1.2021414785997384,4.765802024841598,0.4,1,1.25978225848883,15.506729612821879,0.6,1,1.4581029118101185,22.30816889685769,0.8,1,1.1189197037394987,10.815423923124897,0.4,1,1.2891457291592041,15.765510824050835,0.6
2020-04-25,7518.81,7547.56,3800.82773036,13.739376732423198,28.942497653778023,15.729021231321749,95.99466723474234,45.82531377316538,50.16935346157696,59.78697576559386,7701.73,7540.5011839099325,7518.81,1,1.003823743384924,1.9119711833539879,12.431632431695268,2020-04-25,,1.0030589947079391,1.2957449181825682,26.698915945338523,0.8,1.003823743384924,1.6053026990549002,24.189299367216087,1,1.0015294973539697,1.2039801508103538,4.620141571031176,0.4,1.0022942460309543,1.2626725089352346,15.312881262593752,0.6,1.0030589947079391,1.4625632409009763,22.070509996663077,0.8,1.0015294973539697,1.1206310884656727,10.679016350000412,0.4,1.0022942460309543,1.2921033466316494,15.572256181589445,0.6
2020-04-26,7565.0,7701.73,5247.54081807,14.870792441603555,27.725238807471,15.067492621503307,117.179686845594,53.60826670721363,63.571420138380375,62.11586647102411,7786.41,7582.4619145074885,7565.0,1,1.0180740251156641,1.946528198542354,10.848919556928017,2020-04-26,,1.0144592200925313,1.314480379138349,25.639039437971036,0.8,1.0180740251156641,1.634316980355862,22.819094859943057,1,1.0072296100462657,1.2126844578041567,3.9305823883217155,0.4,1.0108444150693985,1.2763654537188471,14.394498995973883,0.6,1.0144592200925313,1.4837107647004095,20.943710349006107,0.8,1.0072296100462657,1.1287328142410018,10.033260469262041,0.4,1.0108444150693985,1.306115451635082,14.656686684249756,0.6
2020-04-27,7708.87,7786.41,6878.02253788,16.130911274201914,28.602968757088433,14.56726534669908,137.33755915562688,59.012911213797196,78.32464794182968,63.37067356411862,7767.79,7710.432628824852,7708.87,1,1.010058542951172,1.9661074360330595,9.952189585147995,2020-04-27,,1.0080468343609374,1.3250577850199776,25.04066910540818,0.8,1.010058542951172,1.650755827898601,22.042767410581465,1,1.0040234171804687,1.2175635932861733,3.54405504298527,0.4,1.0060351257707032,1.284068479761421,13.877859030750528,0.6,1.0080468343609374,1.4956499394634934,20.30755748099427,0.8,1.0040234171804687,1.133274177237978,9.671286743763307,0.4,1.0060351257707032,1.3139980226567585,14.141629054700672,0.6
2020-04-28,7794.22,7767.79,7248.9559695,17.30102161875753,27.76881297458546,14.142436416268815,150.95210204649902,58.10196328373547,92.85013876276355,62.87750158411947,8790.32,7805.123282329751,7794.22,1,0.9966090256626063,1.9594404161729124,10.257539399403253,2020-04-28,,0.9972872205300851,1.3214631954643246,25.244017239337584,0.8,0.9966090256626063,1.6451581572488938,22.307118385706413,1,0.9986436102650426,1.215912102526582,3.6748868966005848,0.4,0.9979654153975638,1.2814559338040248,14.0530818126954,0.6,0.9972872205300851,1.4915925710135374,20.523745502967206,0.8,0.9986436102650426,1.13173701577708,9.793807683195977,0.4,0.9979654153975638,1.3113245825122295,14.316315174216228,0.6
