,Open,High,Low,Close,Volume,Datetime,prediction_close,batch_open,trade,return_of_rate,cumulative_return_of_rate,mdd,rate,up,down,au,ad,rsi,rsi_shift_1,noise,noise_ma,ma5,ma10,ma20,ma50,ma100,partition,ma+return_of_rate,ma+cumulative_return_of_rate,ma+mdd,ma+rate,rsi+return_of_rate,rsi+cumulative_return_of_rate,rsi+mdd,rsi+rate,noise+return_of_rate,noise+cumulative_return_of_rate,noise+mdd,noise+rate,ma_noise+return_of_rate,ma_noise+cumulative_return_of_rate,ma_noise+mdd,ma_noise+rate,ma_rsi+return_of_rate,ma_rsi+cumulative_return_of_rate,ma_rsi+mdd,ma_rsi+rate,rsi_noise+return_of_rate,rsi_noise+cumulative_return_of_rate,rsi_noise+mdd,rsi_noise+rate,ma_rsi_noise+return_of_rate,ma_rsi_noise+cumulative_return_of_rate,ma_rsi_noise+mdd,ma_rsi_noise+rate
2017-11-23,8214.69,8279.76,7980.0,7989.0,63644740.39,2017-11-23 00:00:00,8152.539352459993,8214.69,0,1,1.3501466131456266,7.160602901500318,1.0,0,225.6900000000005,189.08785714285725,129.01642857142866,59.44209670683019,58.436587352569155,0.5494299945829376,0.5057001365165825,8064.740000000001,7627.382,7284.6075,6241.646,5206.1296,,1,1.4608094410479449,12.741193053641437,1.0,1,1.3595447037751138,13.846771357363306,1,1,1.0443287868983369,3.1755176416360267,0.4,1,1.2424234635389664,7.390715246019554,0.7,1,1.3501466131456266,7.160602901500318,1.0,1,1.066973863582335,3.1755176416360458,0.4,1,1.20613802888341,5.128664205938463,0.7
2017-11-24,7989.0,8340.0,7876.0,8199.19,75751868.75,2017-11-24 00:00:00,7872.321571328279,7989.0,0,1,1.3501466131456266,7.160602901500318,0.8,210.1900000000005,0,204.1014285714287,89.02928571428583,69.62812787079386,59.44209670683019,0.24709975775063708,0.508325666330982,8108.334,7773.764999999999,7326.7164999999995,6317.035399999999,5244.4629,,1,1.4608094410479449,12.741193053641437,0.8,1,1.3595447037751138,13.846771357363306,1,1,1.0443287868983369,3.1755176416360267,0.4,1,1.2424234635389664,7.390715246019554,0.6,1,1.3501466131456266,7.160602901500318,0.8,1,1.066973863582335,3.1755176416360458,0.4,1,1.20613802888341,5.128664205938463,0.6
2017-11-25,8199.19,8737.0,8114.78,8717.99,97628924.79,2017-11-25 00:00:00,8220.775168336864,8199.19,1,1.0632745429731472,1.4355765230391586,1.2862324801902254,1.0,518.7999999999993,0,241.15857142857152,72.38285714285725,76.91442005841104,69.62812787079386,0.5470051245640641,0.5117668214673466,8144.856,7932.784,7367.2345000000005,6394.9974,5282.6664,,1.0632745429731472,1.553241490801112,7.219931923728522,1.0,1.0632745429731472,1.445569273558047,8.395465189339413,1,1.025309817189259,1.0707605575802144,0.7249076937012019,0.4,1.044292180081203,1.2974531073231463,3.288848128504837,0.7,1.0632745429731472,1.4355765230391586,1.2862324801902254,1.0,1.025309817189259,1.093978777015321,0.7249076937012299,0.4,1.044292180081203,1.2595605116615014,0.9266059164035985,0.7
2017-11-26,8717.99,9366.6,8538.2,9271.06,108525815.45,2017-11-26 00:00:00,8854.80016712395,8717.99,1,1.0634400819454943,1.5266496152997906,0.0,1.0,553.0699999999997,0,280.6635714285715,37.757142857142945,88.14237228823501,76.91442005841104,0.1662124786733935,0.5008175868679442,8243.22,8075.183,7434.498,6482.0982,5327.0813,,1.0634400819454943,1.6517792582586763,1.3339568020613213,1.0,1.0634400819454943,1.5372763067304582,2.5840659943722146,1,1.0253760327781978,1.0979322125869713,0.0,0.4,1.044408057361846,1.355070479337458,0.0,0.7,1.0634400819454943,1.5266496152997906,0.0,1.0,1.0253760327781978,1.1217396183195145,0.0,0.4,1.044408057361846,1.3154951471140814,0.0,0.7
2017-11-27,9271.06,9721.7,9267.0,9708.07,126458117.67,2017-11-27 00:00:00,9359.351649658991,9271.06,1,1.047137004830084,1.5986113055900228,0.0,1.0,437.0100000000002,0,265.10714285714295,37.757142857142945,87.53331289356382,88.14237228823501,0.33236434735346554,0.49086616706758107,8478.385999999999,8217.592999999999,7549.6669999999995,6579.053400000001,5378.791899999999,,1.047137004830084,1.7296391851334483,0.0,1.0,1.047137004830084,1.6097389074259856,0.0,1,1.0282822028980505,1.1289841541916614,0.0,0.6,1.0377096038640672,1.4061696503211651,0.0,0.8,1.047137004830084,1.5986113055900228,0.0,1.0,1.0282822028980505,1.1534648858036087,0.0,0.6,1.0377096038640672,1.3651019479968562,0.0,0.8
2017-11-28,9708.07,9968.0,9582.25,9868.82,110496755.85,2017-11-28 00:00:00,9679.332568781465,9708.07,0,1,1.5986113055900228,0.0,1.0,160.75,0,270.60142857142864,37.757142857142945,87.75544241166358,87.53331289356382,0.03890682723983063,0.4648142574205264,8777.062,8420.901000000002,7678.556500000001,6681.2552000000005,5434.8771,,1,1.7296391851334483,0.0,1.0,1,1.6097389074259856,0.0,1,1,1.1289841541916614,0.0,0.6,1,1.4061696503211651,0.0,0.8,1,1.5986113055900228,0.0,1.0,1,1.1534648858036087,0.0,0.6,1,1.3651019479968562,0.0,0.8
2017-11-29,9868.82,11395.0,9289.0,9824.68,307124764.72,2017-11-29 00:00:00,9810.336762540299,9868.82,0,1,1.5986113055900228,0.0,1.0,0,44.13999999999942,221.67285714285723,40.910000000000046,84.42015581476322,87.75544241166358,0.5832804028155412,0.47231034629718516,9153.026000000002,8630.68,7799.4815,6783.3376,5492.9785,,1,1.7296391851334483,0.0,1.0,1,1.6097389074259856,0.0,1,1,1.1289841541916614,0.0,0.6,1,1.4061696503211651,0.0,0.8,1,1.5986113055900228,0.0,1.0,1,1.1534648858036087,0.0,0.6,1,1.3651019479968562,0.0,0.8
2017-11-30,9824.68,10618.29,9000.0,9947.67,247093850.76,2017-11-30 00:00:00,9793.261647805311,9824.68,0,1,1.5986113055900228,0.0,1.0,122.98999999999978,0,190.96071428571435,40.910000000000046,82.35654721381064,84.42015581476322,0.979040847047937,0.47442755106136586,9478.124,8811.49,7933.3155,6884.8454,5551.3501,,1,1.7296391851334483,0.0,1.0,1,1.6097389074259856,0.0,1,1,1.1289841541916614,0.0,0.6,1,1.4061696503211651,0.0,0.8,1,1.5986113055900228,0.0,1.0,1,1.1534648858036087,0.0,0.6,1,1.3651019479968562,0.0,0.8
2017-12-01,9947.67,10949.89,9370.11,10840.45,171881760.62,2017-12-01 00:00:00,10014.541379750659,9947.67,1,1.0897476494495697,1.742082912650235,0.0,1.0,892.7800000000007,0,254.73071428571438,28.6264285714286,89.89740357953112,82.35654721381064,0.9240000745842372,0.49967887702905994,9724.060000000001,8983.640000000001,8101.290000000001,6987.3586,5609.9768,,1.0897476494495697,1.8848702363950445,0.0,1.0,1.0897476494495697,1.7542091905949864,0.0,1,1.0538485896697418,1.1897783586543687,0.0,0.6,1.0717981195596558,1.5071299869960835,0.0,0.8,1.0897476494495697,1.742082912650235,0.0,1.0,1.0538485896697418,1.2155773431377028,0.0,0.6,1.0717981195596558,1.4631137008702535,0.0,0.8
2017-12-02,10840.45,11200.0,10637.69,10872.0,101270084.38,2017-12-02 00:00:00,11023.367753658265,10840.45,1,1.0029103957861527,1.747153063418341,0.0,1.0,31.549999999999272,0,250.12428571428578,28.6264285714286,89.7304555273401,89.89740357953112,0.43487106990211344,0.5054503090094192,10037.938,9258.162,8325.556,7095.2676,5677.3001,,1.0029103957861527,1.8903559547884932,0.0,1.0,1.0029103957861527,1.7593146336313243,0.0,1,1.001164158314461,1.191163449022962,0.0,0.4,1.002037277050307,1.51020042833042,0.0,0.7,1.0029103957861527,1.747153063418341,0.0,1.0,1.001164158314461,1.216992467608587,0.0,0.4,1.002037277050307,1.4660944688350261,0.0,0.7
2017-12-03,10872.0,11800.01,10513.16,11250.0,160176290.44,2017-12-03 00:00:00,10957.452120570544,10872.0,1,1.0347682119205297,1.8078984513848726,0.0,1.0,378.0,0,259.58500000000004,28.6264285714286,90.06755952971032,89.7304555273401,0.9438922708837783,0.5182775836424373,10270.723999999998,9523.893,8575.6375,7199.6356000000005,5743.0167,,1.0347682119205297,1.9560802512298148,0.0,1.0,1.0347682119205297,1.8204828576483072,0.0,1,1.0139072847682118,1.2077292983140095,0.0,0.4,1.0243377483443707,1.5469553063046866,0.0,0.7,1.0347682119205297,1.8078984513848726,0.0,1.0,1.0139072847682118,1.2339175284163884,0.0,0.4,1.0243377483443707,1.501775907066607,0.0,0.7
2017-12-04,11250.0,11613.07,10850.0,11613.07,154122917.9,2017-12-04 00:00:00,11466.433250432327,11250.0,1,1.0322728888888888,1.8662445572288107,0.0,1.0,363.0699999999997,0,270.54785714285714,28.6264285714286,90.43152104363436,90.06755952971032,0.7062597401513782,0.5152609988048862,10546.960000000001,9849.993,8811.878999999999,7308.609800000001,5811.956900000001,,1.0322728888888888,2.0192086118355044,0.0,1.0,1.0322728888888888,1.8792350986373179,0.0,1,1.0129091555555556,1.223320063694947,0.0,0.4,1.022591022222222,1.5819026080062002,0.0,0.7,1.0322728888888888,1.8662445572288107,0.0,1.0,1.0129091555555556,1.2498463617334423,0.0,0.4,1.022591022222222,1.5357025599559464,0.0,0.7
2017-12-05,11613.07,11850.0,11384.25,11677.0,127101844.05,2017-12-05 00:00:00,11733.239204519496,11613.07,1,1.0055050042753553,1.8765182414952137,0.0,1.0,63.93000000000029,0,275.11428571428576,19.273571428571422,93.45300053622165,90.43152104363436,0.5241990283342277,0.5134085882190665,10904.637999999999,10191.381,9062.0825,7427.2771999999995,5884.7538,,1.0055050042753553,2.030324363876493,0.0,1.0,1.0055050042753553,1.8895802958897139,0.0,1,1.002202001710142,1.2260138165672545,0.0,0.4,1.0038535029927487,1.587998474440389,0.0,0.7,1.0055050042753553,1.8765182414952137,0.0,1.0,1.002202001710142,1.252598525559394,0.0,0.4,1.0038535029927487,1.5416203943667084,0.0,0.7
2017-12-06,11677.0,13700.0,11659.8,13623.5,250560790.3,2017-12-06 00:00:00,11879.991948428717,11677.0,1,1.1666952128115098,2.1893248491059385,0.0,1.0,1946.5,0,405.6171428571428,19.273571428571422,95.46387558481425,93.45300053622165,0.8627378693625865,0.5105388080082774,11250.503999999999,10487.282,9281.2325,7545.902799999999,5958.147,,1.1666952128115098,2.3687697157892784,0.0,1.0,1.1666952128115098,2.204564285437485,0.0,1,1.0666780851246038,1.3077620701922663,0.0,0.4,1.116686648968057,1.7732966949892246,0.0,0.7,1.1666952128115098,2.1893248491059385,0.0,1.0,1.0666780851246038,1.3361193966735967,0.0,0.4,1.116686648968057,1.721506912166174,0.0,0.7
2017-12-07,13623.5,16615.62,13085.9,16599.99,362107737.05,2017-12-07 00:00:00,14061.542266446377,13623.5,1,1.2184820347194187,2.6676529968003884,0.0,1.0,2976.4900000000016,0,618.2235714285715,3.1528571428571013,99.49260110331097,95.46387558481425,0.045927510577056685,0.5057757918110182,11807.114,10922.526,9570.0595,7706.426599999999,6050.5821,,1.2184820347194187,2.8863033430766594,0.0,1.0,1.2184820347194187,2.6862219761896284,0.0,1,1.0873928138877675,1.4220510774020607,0.0,0.4,1.152937424303593,2.0445001240469507,0.0,0.7,1.2184820347194187,2.6676529968003884,0.0,1.0,1.0873928138877675,1.4528866304389285,0.0,0.4,1.152937424303593,1.9847897452337002,0.0,0.7
2017-12-08,16599.99,16666.66,13482.42,15800.0,389366035.09,2017-12-08 00:00:00,18500.803684978127,16599.99,1,0.9518078022938568,2.5390929361671986,4.819219770614324,1.0,0,799.9900000000016,603.21,60.29500000000007,90.91265325807642,99.49260110331097,0.15673520878050706,0.49575227658439636,12952.712000000001,11611.718,10016.3095,7926.785400000001,6170.7938,,0.9518078022938568,2.747206041727207,4.819219770614323,1.0,0.9518078022938568,2.556767035630511,4.8192197706143185,1,0.9710846813763141,1.3809320173998243,2.891531862368591,0.6,0.9614462418350854,1.9656769606963067,3.8553758164914576,0.8,0.9518078022938568,2.5390929361671986,4.819219770614324,1.0,0.9710846813763141,1.4108759505956936,2.8915318623685846,0.6,0.9614462418350854,1.9082686413877576,3.8553758164914615,0.8
2017-12-09,15800.0,15998.5,12701.05,14607.49,227938370.13,2017-12-09 00:00:00,15630.15816289869,15800.0,0,1,2.5390929361671986,4.819219770614324,1.0,0,1192.5100000000002,566.1528571428572,145.4742857142858,79.55751306362279,90.91265325807642,0.7487659280466561,0.5005809283318918,13862.712,12204.836,10417.758,8128.8116,6283.0617999999995,,1,2.747206041727207,4.819219770614323,1.0,1,2.556767035630511,4.8192197706143185,1,1,1.3809320173998243,2.891531862368591,0.4,1,1.9656769606963067,3.8553758164914576,0.7,1,2.5390929361671986,4.819219770614324,1.0,1,1.4108759505956936,2.8915318623685846,0.4,1,1.9082686413877576,3.8553758164914615,0.7
2017-12-10,14607.49,15385.0,13011.0,14691.0,263150668.0,2017-12-10 00:00:00,14947.25432443026,14607.49,1,1.0057169301502176,2.5536087531281773,4.275077898399717,1.0,83.51000000000022,0,532.6128571428573,145.4742857142858,78.54637309574622,79.55751306362279,0.6383540549755918,0.5120272662284643,14461.596000000001,12683.117,10747.3035,8301.4156,6381.7941,,1.0057169301502176,2.7629116267760168,4.275077898399723,1.0,1.0057169301502176,2.57138389418359,4.275077898399706,1,1.002286772060087,1.3840898941540938,2.6694669306336074,0.4,1.0040018511051523,1.9735433072138415,3.4706193459482364,0.7,1.0057169301502176,2.5536087531281773,4.275077898399717,1.0,1.002286772060087,1.4141023022997645,2.6694669306335994,0.4,1.0040018511051523,1.9159052483592227,3.470619345948236,0.7
2017-12-11,14691.0,17270.0,14677.19,16470.0,270203844.28,2017-12-11 00:00:00,14773.638626054375,14691.0,1,1.0968756381458036,2.8009912306621794,0.0,0.8,1779.0,0,628.4692857142858,145.4742857142858,81.20350228560406,78.54637309574622,0.9648231062003584,0.5312769804128836,15064.396000000002,13157.45,11070.545000000002,8474.9664,6479.487100000001,,1.0968756381458036,3.0305704537604035,0.0,0.8,1.1210945476822545,2.882764463767186,0.0,1,1.0484378190729018,1.4511321900277616,0.0,0.4,1.0726567286093527,2.116934507684882,0.0,0.6,1.0968756381458036,2.8009912306621794,0.0,0.8,1.0484378190729018,1.4825983337691344,0.0,0.4,1.0726567286093527,2.055108656030493,0.0,0.6
2017-12-12,16470.0,17428.42,15967.29,16650.01,210743301.62,2017-12-12 00:00:00,16930.399045447964,16470.0,1,1.0109295689131754,2.8316048573429016,0.0,1.0,180.0099999999984,0,629.845,145.4742857142858,81.23685449404715,81.20350228560406,0.313872279473843,0.5213102499712143,15633.696000000002,13720.404999999999,11489.2835,8684.9864,6598.1881,,1.0109295689131754,3.0636932823810112,0.0,1.0,1.0109295689131754,2.9142718366343825,0.0,1,1.0043718275652702,1.457476289736976,0.0,0.4,1.0076506982392228,2.1331305347953764,0.0,0.7,1.0109295689131754,2.8316048573429016,0.0,1.0,1.0043718275652702,1.48907999803293,0.0,0.4,1.0076506982392228,2.070831672206597,0.0,0.7
2017-12-13,16650.01,17107.03,15497.69,16250.0,281640493.79,2017-12-13 00:00:00,16006.353101119592,16650.01,0,1,2.8316048573429016,0.0,1.0,0,400.0099999999984,629.845,170.89357142857145,78.65800680443233,81.23685449404715,0.8768009791848974,0.5345165228821359,15643.7,14298.206,11911.0495,8900.5632,6718.625599999999,,1,3.0636932823810112,0.0,1.0,1,2.9142718366343825,0.0,1,1,1.457476289736976,0.0,0.4,1,2.1331305347953764,0.0,0.7,1,2.8316048573429016,0.0,1.0,1,1.48907999803293,0.0,0.4,1,2.070831672206597,0.0,0.7
2017-12-14,16250.0,16830.45,15852.69,16404.99,219263192.46,2017-12-14 00:00:00,16196.64127537367,16250.0,0,1,2.8316048573429016,0.0,1.0,154.9900000000016,0,632.1307142857144,170.89357142857145,78.71875428069245,78.65800680443233,0.7514449558227975,0.5497071823955259,15733.7,14798.206,12324.0995,9115.0952,6838.355599999999,,1,3.0636932823810112,0.0,1.0,1,2.9142718366343825,0.0,1,1,1.457476289736976,0.0,0.4,1,2.1331305347953764,0.0,0.7,1,2.8316048573429016,0.0,1.0,1,1.48907999803293,0.0,0.4,1,2.070831672206597,0.0,0.7
2017-12-15,16404.99,17934.0,16337.19,17471.5,329337014.76,2017-12-15 00:00:00,16714.84145192375,16404.99,1,1.0650113166786446,3.0156912174324093,0.0,1.0,1066.5099999999984,0,644.54,170.89357142857145,79.04261273800878,78.71875428069245,0.8414848907585303,0.5542931061980241,16093.2,15277.397999999997,12734.3895,9328.4774,6958.4403,,1.0650113166786446,3.2628680165681194,0.0,1.0,1.0650113166786446,3.1037324858934756,0.0,1,1.026004526671458,1.4953772707864588,0.0,0.4,1.0455079216750511,2.2302048720955043,0.0,0.7,1.0650113166786446,3.0156912174324093,0.0,1.0,1.026004526671458,1.5278028185577117,0.0,0.4,1.0455079216750511,2.16507091774759,0.0,0.7
2017-12-16,17471.5,19377.0,17269.99,19187.78,179906034.64,2017-12-16 00:00:00,17661.76797980801,17471.5,1,1.0982331225138082,3.3119319822582627,0.0,1.0,1716.2799999999988,0,764.8778571428571,170.89357142857145,81.73768014167074,79.04261273800878,0.3321003737521637,0.5628439697831606,16649.3,15856.847999999998,13172.064999999999,9560.1074,7087.097299999999,,1.0982331225138082,3.583389730186042,0.0,1.0,1.0982331225138082,3.408621819430336,0.0,1,1.0392932490055233,1.554135502244671,0.0,0.4,1.0687631857596658,2.383560863997519,0.0,0.7,1.0982331225138082,3.3119319822582627,0.0,1.0,1.0392932490055233,1.5878351551386403,0.0,0.4,1.0687631857596658,2.3139480914475175,0.0,0.7
2017-12-17,19187.78,19666.0,18465.0,18953.0,186310530.76,2017-12-17 00:00:00,19439.151257491587,19187.78,1,0.987764087351429,3.271407471825342,1.2235912648571037,1.0,0,234.77999999999884,737.8778571428571,187.66357142857137,79.72391449637973,81.73768014167074,0.18544362787356694,0.5572262903321373,17192.856,16413.275999999998,13667.901000000002,9828.4252,7232.8251,,0.987764087351429,3.5395436864616987,1.2235912648571077,1.0,0.987764087351429,3.366914220595773,1.223591264857107,1,0.9951056349405716,1.5465289957448674,0.48943650594284843,0.4,0.9914348611460002,2.3631453342304205,0.85651388539998,0.7,0.987764087351429,3.271407471825342,1.2235912648571037,1.0,0.9951056349405716,1.5800637102351975,0.4894365059428458,0.4,0.9914348611460002,2.2941288047433215,0.8565138853999867,0.7
2017-12-18,18953.0,19220.0,17835.2,18940.57,273533539.4,2017-12-18 00:00:00,18243.074369931757,18953.0,0,1,3.271407471825342,1.2235912648571037,1.0,0,12.430000000000291,711.9442857142857,188.55142857142852,79.06137413202569,79.72391449637973,0.8045132260152299,0.5629455470270271,17653.454,16648.576999999997,14130.147500000001,10092.8714,7379.2351,,1,3.5395436864616987,1.2235912648571077,1.0,1,3.366914220595773,1.223591264857107,1,1,1.5465289957448674,0.48943650594284843,0.4,1,2.3631453342304205,0.85651388539998,0.7,1,3.271407471825342,1.2235912648571037,1.0,1,1.5800637102351975,0.4894365059428458,0.4,1,2.2941288047433215,0.8565138853999867,0.7
2017-12-19,18940.57,19160.79,16831.26,17700.0,387206242.38,2017-12-19 00:00:00,19076.974326925716,18940.57,1,0.9345019711655985,3.0571367309066493,7.693251332350116,1.0,0,1240.5699999999997,707.3778571428571,277.16357142857134,71.84846026939302,79.06137413202569,0.991023987039209,0.5701530938503853,18191.568,16962.634,14583.735,10348.935399999998,7525.5536,,0.9345019711655985,3.3077105520252066,7.693251332350124,1.0,0.9345019711655985,3.146387975892235,7.693251332350122,1,0.9738007884662394,1.5060111554422533,3.0965348087673634,0.4,0.9541513798159189,2.2547983813615065,5.402105923993999,0.7,0.9345019711655985,3.0571367309066493,7.693251332350116,1.0,0.9738007884662394,1.538667286853927,3.0965348087673594,0.4,0.9541513798159189,2.188946164521285,5.402105923993996,0.7
2017-12-20,17700.0,17950.0,15343.04,16466.98,521350550.61,2017-12-20 00:00:00,17530.00898886987,17700.0,0,1,3.0571367309066493,7.693251332350116,0.8,0,1233.0200000000004,568.3421428571428,365.2364285714285,60.877805066525895,71.84846026939302,0.46745953921589123,0.5722513485210619,18450.57,17271.885000000002,14977.501,10580.535600000001,7660.2914,,1,3.3077105520252066,7.693251332350124,0.8,1,3.146387975892235,7.693251332350122,1,1,1.5060111554422533,3.0965348087673634,0.4,1,2.2547983813615065,5.402105923993999,0.6,1,3.0571367309066493,7.693251332350116,0.8,1,1.538667286853927,3.0965348087673594,0.4,1,2.188946164521285,5.402105923993996,0.6
2017-12-21,16466.98,17281.17,15005.0,15600.01,326730689.65,2017-12-21 00:00:00,16308.016262155337,16466.98,0,1,3.0571367309066493,7.693251332350116,0.6,0,866.9699999999993,355.7357142857141,427.16285714285704,45.438288849677654,60.877805066525895,0.52702797472335,0.5753680644588683,18249.666,17449.483,15303.4665,10781.191,7782.8881,,1,3.3077105520252066,7.693251332350124,0.6,1,3.146387975892235,7.693251332350122,1,1,1.5060111554422533,3.0965348087673634,0.4,1,2.2547983813615065,5.402105923993999,0.5,1,3.0571367309066493,7.693251332350116,0.6,1,1.538667286853927,3.0965348087673594,0.4,1,2.188946164521285,5.402105923993996,0.5
2017-12-22,15600.01,15795.61,11159.93,14009.79,772329454.8,2017-12-22 00:00:00,15612.789882293504,15600.01,1,0.9388377315142746,2.870155313373364,13.338941477405285,0.6,0,1590.2199999999993,355.7357142857141,483.6078571428569,42.38261022006142,45.438288849677654,0.6191104610910817,0.5701395978925619,17532.112,17362.484,15541.444500000001,10958.359400000001,7897.1626,,0.9388377315142746,3.105403471169174,13.338941477405305,0.6,0.8980628858571245,2.825654265655937,17.102734907442073,1,0.9592251543428498,1.4446037830211491,7.047758645582891,0.4,0.9490314429285622,2.139874561376497,10.223624087044731,0.5,0.9388377315142746,2.870155313373364,13.338941477405285,0.6,0.9592251543428498,1.4759283657147522,7.0477586455828956,0.4,0.9490314429285622,2.0773787370085772,10.22362408704473,0.5
2017-12-23,14009.79,15756.22,13496.48,14619.0,322120599.56,2017-12-23 00:00:00,13473.984029788528,14009.79,0,1,2.870155313373364,13.338941477405285,0.4,609.2099999999991,0,399.250714285714,398.42857142857116,50.05153342150578,42.38261022006142,0.6569609079684475,0.5737239616720788,16543.47,17098.462,15698.333999999999,11097.9552,7998.607099999999,,1,3.105403471169174,13.338941477405305,0.4,1,2.825654265655937,17.102734907442073,1,1,1.4446037830211491,7.047758645582891,0.4,1,2.139874561376497,10.223624087044731,0.4,1,2.870155313373364,13.338941477405285,0.4,1,1.4759283657147522,7.0477586455828956,0.4,1,2.0773787370085772,10.22362408704473,0.4
2017-12-24,14619.0,14619.1,12488.0,14157.87,250476423.64,2017-12-24 00:00:00,15093.177454074113,14619.0,1,0.9873827211163555,2.8339417633451585,14.432368221136699,0.4,0,461.1299999999992,393.28571428571405,431.36642857142823,47.69110438773752,50.05153342150578,0.7304072259535639,0.5898342106121766,15679.155999999999,16935.362,15866.784,11247.398799999999,8112.519199999999,,0.9873827211163555,3.0662217295271947,14.432368221136718,0.4,0.9684568027908886,2.736524095909585,19.71757968835261,1,0.9873827211163555,1.4263768142144033,8.220562997611411,0.4,0.9873827211163555,2.1128751672595936,11.356357659101386,0.4,0.9873827211163555,2.8339417633451585,14.432368221136699,0.4,0.9873827211163555,1.4573061659122475,8.22056299761141,0.4,0.9873827211163555,2.051167870136787,11.356357659101384,0.4
2017-12-25,14157.87,14650.0,13210.0,13911.28,161347357.08,2017-12-25 00:00:00,13999.302621814511,14157.87,0,1,2.8339417633451585,14.432368221136699,0.4,0,246.59000000000015,266.21428571428544,448.9799999999997,37.222652785656635,47.69110438773752,0.7836189368540383,0.5977213376885089,14970.73,16710.65,15994.024,11382.7796,8217.0978,,1,3.0662217295271947,14.432368221136718,0.4,1,2.736524095909585,19.71757968835261,1,1,1.4263768142144033,8.220562997611411,0.4,1,2.1128751672595936,11.356357659101386,0.4,1,2.8339417633451585,14.432368221136699,0.4,1,1.4573061659122475,8.22056299761141,0.4,1,2.051167870136787,11.356357659101384,0.4
2017-12-26,13911.28,16147.87,13746.95,15764.44,230922569.15,2017-12-26 00:00:00,13698.987935904348,13911.28,0,1,2.8339417633451585,14.432368221136699,0.4,1853.1599999999999,0,385.72499999999985,448.9799999999997,46.21093679803045,37.222652785656635,0.8287571186602924,0.6198061590214056,14459.590000000002,16354.628,16105.738000000001,11513.5508,8319.4213,,1,3.0662217295271947,14.432368221136718,0.4,1,2.736524095909585,19.71757968835261,1,1,1.4263768142144033,8.220562997611411,0.2,1,2.1128751672595936,11.356357659101386,0.3,1,2.8339417633451585,14.432368221136699,0.4,1,1.4573061659122475,8.22056299761141,0.2,1,2.051167870136787,11.356357659101384,0.3
2017-12-27,15764.44,16480.52,14484.0,15364.93,241860985.13,2017-12-27 00:00:00,16270.860025774864,15764.44,1,0.9847945122059522,2.7908502964535713,15.733465801715782,0.6,0,399.5100000000002,385.72499999999985,448.9442857142855,46.212914096857865,46.21093679803045,0.22814639653931235,0.6163322273276004,14492.476,16012.294,16212.785,11689.486,8440.435800000001,,0.9847945122059522,3.0195983324450246,15.733465801715807,0.6,0.9746575203432536,2.6671737896787997,21.75213529189491,1,0.9949315040686507,1.4191472291349867,8.685746700639543,0.2,0.9898630081373014,2.091456968882185,12.25493754019104,0.4,0.9847945122059522,2.7908502964535713,15.733465801715782,0.6,0.9949315040686507,1.449919815539591,8.68574670063955,0.2,0.9898630081373014,2.0303751981281817,12.254937540191033,0.4
2017-12-28,15364.93,15474.19,13500.0,14470.07,234428578.54,2017-12-28 00:00:00,15067.819451034282,15364.93,0,1,2.7908502964535713,15.733465801715782,0.6,0,894.8600000000006,374.65428571428544,512.862857142857,42.213752008009486,46.212914096857865,0.7998969856451092,0.6416985659411097,14763.504,15653.487,16151.032000000001,11854.178999999998,8553.069099999999,,1,3.0195983324450246,15.733465801715807,0.6,1,2.6671737896787997,21.75213529189491,1,1,1.4191472291349867,8.685746700639543,0.2,1,2.091456968882185,12.25493754019104,0.4,1,2.7908502964535713,15.733465801715782,0.6,1,1.449919815539591,8.68574670063955,0.2,1,2.0303751981281817,12.254937540191033,0.4
2017-12-29,14470.07,15111.0,13998.0,14340.0,195727638.77,2017-12-29 00:00:00,14576.718690123891,14470.07,1,0.9964044403378837,2.7808156277046376,16.036451152945475,0.4,0,130.0699999999997,298.47499999999985,522.1535714285712,36.37150964417519,42.213752008009486,0.546720782403352,0.6404799119273702,14733.717999999999,15206.437,16084.535500000002,11994.574,8658.881800000001,,0.9964044403378837,3.0087411864850915,16.036451152945506,0.4,0.9910111008447091,2.643198833453742,22.45549745687291,1,0.9982022201689418,1.4165959148691456,8.84990962350928,0.2,0.9973033302534128,2.0858170001479115,12.491556995538815,0.3,0.9964044403378837,2.7808156277046376,16.036451152945475,0.4,0.9982022201689418,1.4473131789385623,8.849909623509278,0.2,0.9973033302534128,2.0248999467571682,12.491556995538813,0.3
2017-12-30,14340.0,14463.28,12050.0,12640.0,285985550.32,2017-12-30 00:00:00,14315.046975076508,14340.0,0,1,2.7808156277046376,16.036451152945475,0.4,0,1700.0,175.88357142857134,643.5821428571427,21.463200761471757,36.37150964417519,0.8831358280264606,0.6372830779599875,14770.144,14870.437,16071.161000000002,12138.414,8763.537199999999,,1,3.0087411864850915,16.036451152945506,0.4,1,2.643198833453742,22.45549745687291,1,1,1.4165959148691456,8.84990962350928,0.2,1,2.0858170001479115,12.491556995538815,0.3,1,2.7808156277046376,16.036451152945475,0.4,1,1.4473131789385623,8.849909623509278,0.2,1,2.0248999467571682,12.491556995538813,0.3
